Employee First Name,Employee Last Name,Job Title,Employee Work Email,Company Name,Company Website,Company HQ Phone,Street,City,State Full,State,Zip Code,Country,Industries,Employees,Revenue,Job Level,Job Function
Jon,Mishkin,Vice President of Accounting,dianne.bascom@uni.edu,CFS Clinical,www.cfsclinical.com,1.888.650.1860,1000 Madison Ave,Norristown,New York,PA,19403-2426,United States,"Business Services, Accounting and Tax Preparation Business Services, Business Services Other",6826 - 25,6826 - 1000000,VP of Accounting,
Jody,Cire,Vice President of Accounting,dianne.bascom@uni.edu,LogRhythm Inc.,www.logrhythm.com,1.303.413.8745,4780 Pearl East Cir,Boulder,New York,CO,80301-2472,United States,"Software & Internet, E-commerce and Internet Businesses",6827 - 25,6827 - 1000000,VP of Accounting,
Joseph,Toskey,Vice President of Accounting,dianne.bascom@uni.edu,"Evoke Research & Consulting, LLC",www.evokeconsulting.com,1.703.415.1007,1000 Wilson Blvd,Arlington,New York,VA,22209,United States,"Business Services, Management Consulting",6828 - 25,6828 - 1000000,VP of Accounting,
John,Rusnaczyk,Vice President of Accounting,dianne.bascom@uni.edu,SISTERS OF CHARITY HEALTH SYSTEM,www.sistersofcharityhealth.org,1.216.696.5560,2351 E 22nd St,Cleveland,New York,OH,44115-3111,United States,"Healthcare, Pharmaceuticals, & Biotech, Hospitals",6829 - 25,6829 - 1000000,VP of Accounting,
Jeff,Schultz,Vice President of Accounting,dianne.bascom@uni.edu,Atlantic Methanol Companies,www.atlanticmethanol.com,1.281.872.8324,100 Glenborough Dr,Houston,New York,TX,77067-3600,United States,"Manufacturing, Chemicals and Petrochemicals",6830 - 25,6830 - 1000000,VP of Accounting,
Kashmira,Bhathena,Vice President of Accounting,dianne.bascom@uni.edu,Robert Half International Inc.,www.roberthalf.com,1.650.234.6000,"2884 Sand Hill Rd Menlo Park, CA94025-7059",Menlo Park,New York,CA,94025-7059,United States,"Business Services, HR and Recruiting Services Business Services, Business Services Other",6831 - 25,6831 - 1000000,VP of Accounting,
Kate,Harms,Vice President of Accounting,dianne.bascom@uni.edu,Professional Benefits Retiree,www.professionalbenefits.net,1.616.285.2480,"2959 Lucerne Dr SE Grand Rapids, MI49546-7173",Grand Rapids,New York,MI,49546-7173,United States,"Financial Services, Insurance and Risk Management",6832 - 25,6832 - 1000000,VP of Accounting,
Kate,Hartnett,Vice President of Accounting,dianne.bascom@uni.edu,EBSCO Information Services & Publishing,www.ebsco.com,1.978.356.6500,10 Estes St,Ipswich,New York,MA,01938-2106,United States,"Media & Entertainment, Newspapers, Books and Periodicals Software & Internet, Software & Internet Other",6833 - 25,6833 - 1000000,VP of Accounting,
Kendel,Martin,Vice President of Accounting,dianne.bascom@uni.edu,Luminex Corporation,www.luminexcorp.com,1.512.219.8020,12212 Technology Blvd,Austin,New York,TX,78727-6101,United States,"Healthcare, Pharmaceuticals, & Biotech, Medical Supplies and Equipment Computers & Electronics, Instruments and Controls",6834 - 25,6834 - 1000000,VP of Accounting,
Karen,Rintelmann,Vice President of Accounting,dianne.bascom@uni.edu,TRI-COUNTY ELECTRIC COOPERATIVE,www.tcec.coop,1.580.652.2418,"600 N W Pkwy Optima, OK73945-0880",Optima,New York,OK,73945-0880,United States,"Government, Local Government",6835 - 25,6835 - 1000000,VP of Accounting,
Deanna,Lockey,Vice President of Accounting,dianne.bascom@uni.edu,Mercury Promotions & Fulfillment,www.mercuryfs.com,1.877.637.2371,35610 Mound Rd,Sterling Heights,New York,MI,48310-4725,United States,"Business Services, Advertising, Marketing and PR",6836 - 25,6836 - 1000000,VP of Accounting,
Martin,Lo,Vice President of Accounting,dianne.bascom@uni.edu,Next Caller,www.nextcaller.com,1.212.810.7001,175 Varick St,New York,New York,NY,10014,United States,"Telecommunications, Telecommunications Other",6837 - 25,6837 - 1000000,VP of Accounting,
Marzena,Gornikowska,Vice President of Accounting,dianne.bascom@uni.edu,"Aetrex Worldwide, Inc.",www.aetrex.com,1.201.833.2700,414 Alfred Ave,Teaneck,New York,NJ,07666-5756,United States,"Retail, Clothing and Shoes Stores Manufacturing, Textiles, Apparel and Accessories",6838 - 25,6838 - 1000000,VP of Accounting,
Michael,Mannino,Vice President of Accounting,dianne.bascom@uni.edu,Solutions 2 Go,solutions2go.com,1.949.825.7715,1701 Quail St,Newport Beach,New York,CA,92660-2728,United States,"Wholesale & Distribution, Wholesale & Distribution Other",6839 - 25,6839 - 1000000,VP of Accounting,
Mike,Peters,Vice President of Accounting,dianne.bascom@uni.edu,American Association of Insurance Services,www.aaisonline.com,1.630.681.8347,1745 S Naperville Rd,Wheaton,New York,IL,60189-5897,United States,"Non-Profit, Professional Associations",6840 - 25,6840 - 1000000,VP of Accounting,
Myron,Stadler,Vice President of Accounting,dianne.bascom@uni.edu,SiteWise,www.sitewisecorp.com,1.303.430.1414,"4725 Independence St Wheat Ridge, CO80033-2937",Wheat Ridge,New York,CO,80033-2937,United States,"Other, Other",6841 - 25,6841 - 1000000,VP of Accounting,
Richard,Counihan,Vice President of Accounting,dianne.bascom@uni.edu,Sonar Entertainment,www.sonarent.com,1.212.977.9001,"2121 Avenue Of The Stars Los Angeles, CA90067",Los Angeles,New York,CA,90067,United States,"Media & Entertainment, Motion Picture and Recording Producers",6842 - 25,6842 - 1000000,VP of Accounting,
Rick,McClenathan,Vice President of Accounting,dianne.bascom@uni.edu,State Auto Financial Corporation,www.stateauto.com,1.614.464.5000,518 E Broad St,Columbus,New York,OH,43215-3901,United States,"Financial Services, Insurance and Risk Management",6843 - 25,6843 - 1000000,VP of Accounting,
Rady,Ith,Vice President of Accounting,dianne.bascom@uni.edu,Morrison Street Capital,www.morrisonstreetcapital.com,1.503.952.0700,"121 SW Morrison St Portland, OR97204",Portland,New York,OR,97204,United States,"Financial Services, Banks",6844 - 25,6844 - 1000000,VP of Accounting,
Roger,Dennis,Vice President of Accounting,dianne.bascom@uni.edu,OnviSource,www.onvisource.com,1.580.242.4636,1255 W 15th St,Plano,New York,TX,75075-7299,United States,"Telecommunications, Telecommunications Other",6845 - 25,6845 - 1000000,VP of Accounting,
Rosa,Thomas,Vice President of Accounting,dianne.bascom@uni.edu,SVN International Corp.,www.svn.com,1.888.311.0605,"745 Atlantic Ave Boston, MA02111-2735",Boston,New York,MA,02111-2735,United States,"Real Estate & Construction, Real Estate Investment and Development",6846 - 25,6846 - 1000000,VP of Accounting,
Ryan,McAlister,Vice President of Accounting,dianne.bascom@uni.edu,Bosque Systems LLC,www.bosquesystems.com,1.817.289.9900,"420 Throckmorton St Fort Worth, TX76102-3723",Fort Worth,New York,TX,76102-3723,United States,"Energy & Utilities, Energy & Utilities Other Energy & Utilities, Energy & Utilities Other",6847 - 25,6847 - 1000000,VP of Accounting,
Scott,Bear,Vice President of Accounting,dianne.bascom@uni.edu,Immanuel Lutheran School,www.immanuel.com,1.314.993.5004,9733 Olive Blvd,Saint Louis,New York,MO,63132-3003,United States,"Education, Elementary and Secondary Schools",6848 - 25,6848 - 1000000,VP of Accounting,
Shannon,Castellanos,Vice President of Accounting,dianne.bascom@uni.edu,The Wonderful Company LLC,www.wonderful.com,1.310.966.5700,11444 W Olympic Blvd,Los Angeles,New York,CA,90064-1545,United States,"Agriculture & Mining, Agriculture & Mining Other Manufacturing, Food & Dairy Product Manufacturing and Packaging",6849 - 25,6849 - 1000000,VP of Accounting,
Steve,Lund,Vice President of Accounting,dianne.bascom@uni.edu,"DoALL Company, Inc.",www.doall.com,1.847.495.6800,1480 S Wolf Rd,Wheeling,New York,IL,60090-6514,United States,"Manufacturing, Tools, Hardware and Light Machinery Manufacturing, Manufacturing Other",6850 - 25,6850 - 1000000,VP of Accounting,
Seth,Prouty,Vice President of Accounting,dianne.bascom@uni.edu,Health & Wellness Partners,www.hwpnj.com,1.201.661.5590,98 Pleasant Ave,Upper Saddle River,New York,NJ,07458-2409,United States,"Education, Education Other",6851 - 25,6851 - 1000000,VP of Accounting,
Stephen,Guenther,Vice President of Accounting,dianne.bascom@uni.edu,"J.B. Hunt Transport Services, Incorporated",www.jbhunt.com,1.479.820.0000,615j J B Hunt Corporate Dr,Lowell,New York,AR,72745-9143,United States,"Transportation & Storage, Freight Hauling (Rail and Truck) Transportation & Storage, Air Couriers and Cargo Services Transportation & Storage, Warehousing and Storage",6852 - 25,6852 - 1000000,VP of Accounting,
Steve,Wilde,Vice President of Accounting,dianne.bascom@uni.edu,HydroPoint Data Systems,www.hydropoint.com,1.707.769.9696,1720 Corporate Cir,Petaluma,New York,CA,94954-6924,United States,"Real Estate & Construction, Construction Equipment and Supplies",6853 - 25,6853 - 1000000,VP of Accounting,
Terry,Waldick,Vice President of Accounting,dianne.bascom@uni.edu,"Hunt Companies, Inc.",www.huntcompanies.com,1.915.533.1122,4401 N Mesa St,El Paso,New York,TX,79902-1107,United States,"Real Estate & Construction, Construction and Remodeling",6854 - 25,6854 - 1000000,VP of Accounting,
Wendi,Norbut,Vice President of Accounting,dianne.bascom@uni.edu,Aspire,www.aspireonline.com,1.813.874.0671,"4010 W Boy Scout Blvd Tampa, FL33607-5799",Tampa,New York,FL,33607-5799,United States,"Financial Services, Financial Services Other",6855 - 25,6855 - 1000000,VP of Accounting,
Erin,Cook,Vice President of Accounting,dianne.bascom@uni.edu,Connect Finance and Accounting,www.connectsearchllc.com,1.630.773.2200,"10 S La Salle St Chicago, IL60603",Chicago,New York,IL,60603,United States,"Business Services, Management Consulting",6856 - 25,6856 - 1000000,VP of Accounting,
Anne,Costello,Vice President of Accounting,dianne.bascom@uni.edu,Center for Strategic & International Studies,www.csis.org,1.202.887.0200,1800 K St NW,Washington,New York,DC,20006-2202,United States,"Non-Profit, Advocacy Organizations Non-Profit, Non-Profit Other",6857 - 25,6857 - 1000000,VP of Accounting,
Matthew T,Baughman,Vice President of Accounting,dianne.bascom@uni.edu,Exclusive Resorts,www.exclusiveresorts.com,1.303.226.4900,"1515 Arapahoe St Denver, CO80202-2119",Denver,New York,CO,80202-2119,United States,"Travel, Recreation, and Leisure, Hotels, Motels and Lodging",6858 - 25,6858 - 1000000,VP of Accounting,
Karina,Saryan,Vice President of Accounting,dianne.bascom@uni.edu,Wiredrive,www.wiredrive.com,1.310.823.8238,"5340 Alla Rd Los Angeles, CA90066-7049",Los Angeles,New York,CA,90066-7049,United States,"Computers & Electronics, IT and Network Services and Support",6859 - 25,6859 - 1000000,VP of Accounting,
Emily,Gepner,Vice President of Accounting,dianne.bascom@uni.edu,AECOM,www.aecom.com,1.213.593.8000,"1999 Avenue Of The Stars Los Angeles, CA90067-6033",Los Angeles,New York,CA,90067-6033,United States,"Real Estate & Construction, Construction and Remodeling Real Estate & Construction, Architecture,Engineering and Design",6860 - 25,6860 - 1000000,VP of Accounting,
Hector,Gonzalez,Vice President of Accounting,dianne.bascom@uni.edu,Chicago Bridge & Iron Company,www.cbi.com,1.832.513.1000,2103 Research Forest Dr,The Woodlands,New York,TX,77380-2624,United States,"Manufacturing, Heavy Machinery Energy & Utilities, Energy & Utilities Other",6861 - 25,6861 - 1000000,VP of Accounting,
Artie,Ramos,Vice President of Accounting,dianne.bascom@uni.edu,Top Prospect Group,www.topprospectgroup.com,1.914.214.4555,2900 Westchester Ave,Purchase,New York,NY,10577,United States,"Business Services, HR and Recruiting Services",6862 - 25,6862 - 1000000,VP of Accounting,
Christopher,Looney,Vice President of Accounting,dianne.bascom@uni.edu,Regions Financial Corporation,www.regions.com,1.205.581.7890,1900 5th Ave N,Birmingham,New York,AL,35203-2609,United States,"Financial Services, Banks",6863 - 25,6863 - 1000000,VP of Accounting,
Randy,Schultz,Vice President of Accounting,dianne.bascom@uni.edu,Kforce,www.kforce.com,1.813.552.5000,1001 E Palm Ave,Tampa,New York,FL,33605-3551,United States,"Business Services, HR and Recruiting Services",6864 - 25,6864 - 1000000,VP of Accounting,
Jeff,Waybright,Vice President of Accounting,dianne.bascom@uni.edu,Argus Energy Trust,www.denaliog.com,1.281.847.1888,"909 Fannin Houston, TX77010",Houston,New York,TX,77010,United States,"Energy & Utilities, Energy & Utilities Other",6865 - 25,6865 - 1000000,VP of Accounting,
Nancy,Schnepf,Vice President of Accounting,dianne.bascom@uni.edu,Xerox Corporation,www.xerox.com,1.203.968.3000,201 Merritt 7 Ste 7,Norwalk,New York,CT,06851-1047,United States,"Computers & Electronics, Office Machinery and Equipment Business Services, Sales Services",6866 - 25,6866 - 1000000,VP of Accounting,
Chris,Krummel,Vice President of Accounting,dianne.bascom@uni.edu,"McDermott International, Inc.",www.mcdermott.com,1.281.870.5000,757 N Eldridge Pkwy,Houston,New York,TX,77079-4527,United States,"Energy & Utilities, Gasoline and Oil Refineries",6867 - 25,6867 - 1000000,VP of Accounting,
Daniel,Bazarko,Vice President of Accounting,dianne.bascom@uni.edu,"Alexion Pharmaceuticals, Inc.",www.alxn.com,1.475.230.2596,100 College St,New Haven,New York,CT,06510-3210,United States,"Healthcare, Pharmaceuticals, & Biotech, Biotechnology",6868 - 25,6868 - 1000000,VP of Accounting,
Ernie,Hawkins,Vice President of Accounting,dianne.bascom@uni.edu,"RBC Bearings, Inc.",www.rbcbearings.com,1.203.267.7001,102 Willenbrock Rd,Oxford,New York,CT,06478-1033,United States,"Manufacturing, Manufacturing Other",6869 - 25,6869 - 1000000,VP of Accounting,
Theresa,Bone,Vice President of Accounting,dianne.bascom@uni.edu,EQT Corporation,www.eqt.com,1.412.553.5700,"625 Liberty Ave Pittsburgh, PA15222-3114",Pittsburgh,New York,PA,15222-3114,United States,"Energy & Utilities, Gas and Electric Utilities",6870 - 25,6870 - 1000000,VP of Accounting,
Tim,Moore,Vice President of Accounting,dianne.bascom@uni.edu,Blessing Health System,www.blessinghealthsystem.org,1.217.223.8400,Po Box 7005,Quincy,New York,IL,62305-7005,United States,"Healthcare, Pharmaceuticals, & Biotech, Doctors and Health Care Practitioners",6871 - 25,6871 - 1000000,VP of Accounting,
Vitor,Freitas,Vice President of Accounting,dianne.bascom@uni.edu,ITAU USA Asset Management,www.itau-unibanco.com,1.212.824.5068,"767 5th Ave New York, NY10153-0023",New York,New York,NY,10153-0023,United States,"Financial Services, Securities Agents and Brokers",6872 - 25,6872 - 1000000,VP of Accounting,
Binh,Nguyen,Vice President of Accounting,dianne.bascom@uni.edu,In-Q-Tel,www.iqt.org,1.703.248.3000,"2107 Wilson Blvd Arlington, VA22201-3079",Arlington,New York,VA,22201-3079,United States,"Business Services, Security Services",6873 - 25,6873 - 1000000,VP of Accounting,
Shawn,Miskovich,Vice President of Accounting,dianne.bascom@uni.edu,Center for Strategic & International Studies,www.csis.org,1.202.887.0200,1800 K St NW,Washington,New York,DC,20006-2202,United States,"Non-Profit, Advocacy Organizations Non-Profit, Non-Profit Other",6874 - 25,6874 - 1000000,VP of Accounting,
Amy,Rouse,Vice President of Accounting,dianne.bascom@uni.edu,Jackson Electric Membership Corporation,www.jacksonemc.com,1.706.367.5281,850 Commerce Rd,Jefferson,New York,GA,30549-3329,United States,"Energy & Utilities, Gas and Electric Utilities",6875 - 25,6875 - 1000000,VP of Accounting,
Michael,McKenney,Vice President of Accounting,dianne.bascom@uni.edu,Kadant Inc,www.kadant.com,1.978.776.2000,"1 Technology Park Dr Westford, MA01886-3139",Westford,New York,MA,01886-3139,United States,"Manufacturing, Manufacturing Other",6876 - 25,6876 - 1000000,VP of Accounting,
John,Militello,Vice President of Accounting,dianne.bascom@uni.edu,ImmunePharmaceuticals,www.immunepharma.com,1.646.440.9310,430 E 29th St,New York,New York,NY,10016-8367,United States,"Healthcare, Pharmaceuticals, & Biotech, Pharmaceuticals",6877 - 25,6877 - 1000000,VP of Accounting,
Christopher,Voci,Vice President of Accounting,dianne.bascom@uni.edu,"Orbital ATK, Inc.",www.orbitalatk.com,1.703.406.5000,45101 Warp Dr,Sterling,New York,VA,20166-6874,United States,"Manufacturing, Aerospace and Defense Computers & Electronics, Networking Equipment and Systems",6878 - 25,6878 - 1000000,VP of Accounting,
Brandy,Wiggans,Vice President of Accounting,dianne.bascom@uni.edu,"Sports Car Club of America , Inc.",www.scca.com,1.785.357.7222,PO BOX 19400,Topeka,New York,KS,66619-0400,United States,"Media & Entertainment, Newspapers, Books and Periodicals",6879 - 25,6879 - 1000000,VP of Accounting,
Kevin,Fraser,Vice President of Accounting,dianne.bascom@uni.edu,Kohlberg Kravis Roberts,www.kkr.com,1.212.750.8300,"9 W 57th St New York, NY10019-2701",New York,New York,NY,10019-2701,United States,"Financial Services, Investment Banking and Venture Capital Financial Services, Securities Agents and Brokers Financial Services, Personal Financial Planning and Private Banking",6880 - 25,6880 - 1000000,VP of Accounting,
Nitin,Goel,Vice President of Accounting,dianne.bascom@uni.edu,Schlumberger Limited,www.slb.com,1.713.513.2000,"5599 San Felipe St Houston, TX77056-2766",Houston,New York,TX,77056-2766,United States,"Manufacturing, Heavy Machinery Energy & Utilities, Gasoline and Oil Refineries Manufacturing, Manufacturing Other",6881 - 25,6881 - 1000000,VP of Accounting,
Wendy,Chi,Vice President of Accounting,dianne.bascom@uni.edu,National Stock Exchange,www.nsx.com,1.312.786.8803,"440 S La Salle St Chicago, IL60605-5016",Chicago,New York,IL,60605-5016,United States,"Financial Services, Financial Services Other",6882 - 25,6882 - 1000000,VP of Accounting,
Kim,Linam,Vice President of Accounting,dianne.bascom@uni.edu,Arkansas Oklahoma Gas Corporation,www.aogc.com,1.479.784.2000,115 N 12th St,Fort Smith,New York,AR,72901-2741,United States,"Energy & Utilities, Gas and Electric Utilities",6883 - 25,6883 - 1000000,VP of Accounting,
Michael,Zarifpoor,Vice President of Accounting,dianne.bascom@uni.edu,The Moinian Group,www.moinian.com,1.212.808.4000,"3 Columbus Cir New York, NY10019",New York,New York,NY,10019,United States,"Real Estate & Construction, Real Estate Investment and Development",6884 - 25,6884 - 1000000,VP of Accounting,
Judy,Lee,Vice President of Accounting,dianne.bascom@uni.edu,W. P. Carey & Co. LLC,www.wpcarey.com,1.212.492.1100,"50 Rockefeller Plz New York, NY10020-1635",New York,New York,NY,10020-1635,United States,"Financial Services, Investment Banking and Venture Capital",6885 - 25,6885 - 1000000,VP of Accounting,
John,States,Vice President of Accounting,dianne.bascom@uni.edu,University of Texas Medical Branch Health,www.utmb.edu,1.409.772.2222,301 University Blvd,Galveston,New York,TX,77555-5302,United States,"Education, Colleges and Universities",6886 - 25,6886 - 1000000,VP of Accounting,
Carlos,Vega,Vice President of Accounting,dianne.bascom@uni.edu,"Expeditors International of Washington, Inc.",www.expeditors.com,1.206.674.3400,1015 3rd Ave,Seattle,New York,WA,98104-1184,United States,"Transportation & Storage, Freight Hauling (Rail and Truck) Transportation & Storage, Air Couriers and Cargo Services Transportation & Storage, Warehousing and Storage",6887 - 25,6887 - 1000000,VP of Accounting,
Cheryl,Maguire,Vice President of Accounting,dianne.bascom@uni.edu,"LSB Industries, Inc.",www.lsbindustries.com,1.405.235.4546,16 S Pennsylvania Ave,Oklahoma City,New York,OK,73107-7024,United States,"Business Services, Business Services Other Manufacturing, Chemicals and Petrochemicals Manufacturing, Manufacturing Other",6888 - 25,6888 - 1000000,VP of Accounting,
Aida,Peralta,Vice President of Accounting,dianne.bascom@uni.edu,Warner Bros. Entertainment Inc.,www.warnerbros.com,1.818.954.6000,4000 Warner Blvd,Burbank,New York,CA,91522-0001,United States,"Media & Entertainment, Motion Picture and Recording Producers Media & Entertainment, Media & Entertainment Other",6889 - 25,6889 - 1000000,VP of Accounting,
Elizabeth,Redmond,Vice President of Accounting,dianne.bascom@uni.edu,"Choice Hotels International, Inc.",www.choicehotels.com,1.301.592.5000,1 Choice Hotels Cir,Rockville,New York,MD,20850-5140,United States,"Travel, Recreation, and Leisure, Hotels, Motels and Lodging",6890 - 25,6890 - 1000000,VP of Accounting,
Lisa,Rundle,Vice President of Accounting,dianne.bascom@uni.edu,"World Wrestling Entertainment, Inc.",www.wwe.com,1.203.352.8600,1241 E Main St,Stamford,New York,CT,06902-3520,United States,"Travel, Recreation, and Leisure, Spectator Sports and Teams Media & Entertainment, Radio and Television Broadcasting Media & Entertainment, Motion Picture and Recording Producers",6891 - 25,6891 - 1000000,VP of Accounting,
Joseph,Schechter,Vice President of Accounting,dianne.bascom@uni.edu,"CompuCom Systems, Inc.",www.compucom.com,1.972.856.3600,7171 Forest Ln,Dallas,New York,TX,75230-2306,United States,"Computers & Electronics, IT and Network Services and Support Software & Internet, Software & Internet Other Software & Internet, Data Analytics, Management and Storage",6892 - 25,6892 - 1000000,VP of Accounting,
Adam,Handlos,Vice President of Accounting,dianne.bascom@uni.edu,TPG Capital,www.tpg.com,1.817.871.4000,"301 Commerce St Fort Worth, TX76102-4133",Fort Worth,New York,TX,76102-4133,United States,"Financial Services, Investment Banking and Venture Capital",6893 - 25,6893 - 1000000,VP of Accounting,
Amber,Miles,Vice President of Accounting,dianne.bascom@uni.edu,The PNC Financial Services Group,www.pnc.com,1.412.762.2000,300 5th Ave Fl 29,Pittsburgh,New York,PA,15222-2401,United States,"Financial Services, Banks",6894 - 25,6894 - 1000000,VP of Accounting,
Cleta,Alexander,Vice President of Accounting,dianne.bascom@uni.edu,C-III Capital Partners,www.c3cp.com,1.212.705.5100,"717 5th Ave New York, NY10022-8101",New York,New York,NY,10022-8101,United States,"Real Estate & Construction, Real Estate Investment and Development",6895 - 25,6895 - 1000000,VP of Accounting,
Jessica,Chamlee,Vice President of Accounting,dianne.bascom@uni.edu,Jamestown LLP,www.jamestownlp.com,1.770.805.1000,3625 Cumberland Blvd SE,Atlanta,New York,GA,30339-3361,United States,"Real Estate & Construction, Architecture,Engineering and Design",6896 - 25,6896 - 1000000,VP of Accounting,
Jason,Peel,Vice President of Accounting,dianne.bascom@uni.edu,"First Principles Capital Management, LLC",www.fpcmllc.com,1.212.380.2280,"140 Broadway New York, NY10005-1015",New York,New York,NY,10005-1015,United States,"Financial Services, Securities Agents and Brokers Wholesale & Distribution, Wholesale & Distribution Other",6897 - 25,6897 - 1000000,VP of Accounting,
Roberto,Martella,Vice President of Accounting,dianne.bascom@uni.edu,State Street Corporation,www.statestreet.com,1.617.786.3000,1 Lincoln St,Boston,New York,MA,02111-2901,United States,"Financial Services, Trust, Fiduciary, and Custody Activities Financial Services, Financial Services Other",6898 - 25,6898 - 1000000,VP of Accounting,
Sean,McLean,Vice President of Accounting,dianne.bascom@uni.edu,"Alps Mutual Funds Services, Inc.",www.alpsinc.com,1.303.623.2577,"1290 Broadway Denver, CO80203-5603",Denver,New York,CO,80203-5603,United States,"Financial Services, Securities Agents and Brokers",6899 - 25,6899 - 1000000,VP of Accounting,
Val,Glynn,Vice President of Accounting,dianne.bascom@uni.edu,State Street Corporation,www.statestreet.com,1.617.786.3000,1 Lincoln St,Boston,New York,MA,02111-2901,United States,"Financial Services, Trust, Fiduciary, and Custody Activities Financial Services, Financial Services Other",6900 - 25,6900 - 1000000,VP of Accounting,
Vicki,Todd,Vice President of Accounting,dianne.bascom@uni.edu,"Gemini Fund Services, LLC",www.geminifund.com,1.855.891.0092,450 Wireless Blvd,Hauppauge,New York,NY,11788-3934,United States,"Financial Services, Financial Services Other",6901 - 25,6901 - 1000000,VP of Accounting,
Kevin,Yang,Vice President of Accounting,dianne.bascom@uni.edu,The Bank of New York Mellon Corporation,www.bnymellon.com,1.212.495.1784,1 Wall St,New York,New York,NY,10005,United States,"Financial Services, Banks Financial Services, Trust, Fiduciary, and Custody Activities Financial Services, Securities Agents and Brokers",6902 - 25,6902 - 1000000,VP of Accounting,
Adam,Blumberg,Vice President of Accounting,dianne.bascom@uni.edu,"Korn/Ferry International, Inc.",www.kornferry.com,1.310.552.1834,"1900 Avenue Of The Stars Los Angeles, CA90067",Los Angeles,New York,CA,90067,United States,"Business Services, HR and Recruiting Services",6903 - 25,6903 - 1000000,VP of Accounting,
Denise,Wieland,Vice President of Accounting,dianne.bascom@uni.edu,Athene Holding Ltd.,www.athene.com,1.888.266.8489,7700 Mills Civic Pkwy,West Des Moines,New York,IA,50266-3862,United States,"Financial Services, Investment Banking and Venture Capital",6904 - 25,6904 - 1000000,VP of Accounting,
Robert,Burnett,Vice President of Accounting,dianne.bascom@uni.edu,"Serta Simmons Bedding, LLC",www.sertasimmons.com,1.770.512.7700,"1 Concourse Pkwy Atlanta, GA30328-6188",Atlanta,New York,GA,30328-6188,United States,"Manufacturing, Furniture Manufacturing",6905 - 25,6905 - 1000000,VP of Accounting,
Beverly,Anderson,Vice President of Accounting,dianne.bascom@uni.edu,Assembly Products,www.blkcorp.com,1.978.455.0672,"1 Park Dr Westford, MA01886-3535",Westford,New York,MA,01886-3535,United States,"Manufacturing, Tools, Hardware and Light Machinery",6906 - 25,6906 - 1000000,VP of Accounting,
Good,Suzi,Vice President of Accounting,dianne.bascom@uni.edu,Xerox Corporation,www.xerox.com,1.203.968.3000,201 Merritt 7 Ste 7,Norwalk,New York,CT,06851-1047,United States,"Computers & Electronics, Office Machinery and Equipment Business Services, Sales Services",6907 - 25,6907 - 1000000,VP of Accounting,
Suzi,Good,Vice President of Accounting,dianne.bascom@uni.edu,Xerox Corporation,www.xerox.com,1.203.968.3000,201 Merritt 7 Ste 7,Norwalk,New York,CT,06851-1047,United States,"Computers & Electronics, Office Machinery and Equipment Business Services, Sales Services",6908 - 25,6908 - 1000000,VP of Accounting,
Brooke,Aboozia,Vice President of Accounting,dianne.bascom@uni.edu,Symrise A.G.,www.symrise.com,1.201.288.3200,300 North St,Teterboro,New York,NJ,07608-1204,United States,"Manufacturing, Chemicals and Petrochemicals Consumer Services, Personal Care",6909 - 25,6909 - 1000000,VP of Accounting,
Shaun,Brown,Vice President of Accounting,dianne.bascom@uni.edu,Momentum,www.momentumww.com,1.646.638.5400,250 Hudson St Fl 2,New York,New York,NY,10013-1413,United States,"Business Services, Advertising, Marketing and PR",6910 - 25,6910 - 1000000,VP of Accounting,
Chad,Seifert,Vice President of Accounting,dianne.bascom@uni.edu,Chromalloy,www.chromalloy.com,1.561.935.3571,3999 Rca Blvd,Palm Beach Gardens,New York,FL,33410-4219,United States,"Manufacturing, Aerospace and Defense",6911 - 25,6911 - 1000000,VP of Accounting,
Erik,Wahab,Vice President of Accounting,dianne.bascom@uni.edu,DXC Technology,www.dxctechnology.com,1.703.245.9700,1775 Tysons Blvd,Tysons,New York,VA,22102-4222,United States,"Software & Internet, Software & Internet Other Software & Internet, Data Analytics, Management and Storage",6912 - 25,6912 - 1000000,VP of Accounting,
Andrew,Conrad,Vice President of Accounting,dianne.bascom@uni.edu,Synthesio,www.synthesio.com,1.646.760.0000,"35 W 31st St New York, NY10001-4418",New York,New York,NY,10001-4418,United States,"Software & Internet, Data Analytics, Management and Storage Business Services, Advertising, Marketing and PR Software & Internet, E-commerce and Internet Businesses",6913 - 25,6913 - 1000000,VP of Accounting,
Andrew,Scott,Vice President of Accounting,dianne.bascom@uni.edu,"Dwellworks, LLC",www.dwellworks.com,1.216.682.4200,"1317 Euclid Ave Cleveland, OH44115-1819",Cleveland,New York,OH,44115-1819,United States,"Real Estate & Construction, Property Leasing and Management",6914 - 25,6914 - 1000000,VP of Accounting,
Elizabeth,Lizottebrown,Vice President of Accounting,dianne.bascom@uni.edu,IQNavigator,www.iqnavigator.com,1.303.563.1500,"6465 Greenwood Plaza Blvd Centennial, CO80111-7103",Centennial,New York,CO,80111-7103,United States,"Software & Internet, Software",6915 - 25,6915 - 1000000,VP of Accounting,
Fred,Bell,Vice President of Accounting,dianne.bascom@uni.edu,Molex Incorporated,www.molex.com,1.630.969.4550,2222 Wellington Ct,Lisle,New York,IL,60532-3831,United States,"Computers & Electronics, Consumer Electronics, Parts and Repair Manufacturing, Manufacturing Other",6916 - 25,6916 - 1000000,VP of Accounting,
